;;ICAS Method;;;LRGP Method;;
num;SMILES;Tc[k];Pc[bar];omega[-];Tc[k];Pc[bar];omega[-]
4669;Cc1nc2c(cccc2O)cc1;842.54;45.45;0.685;805.96;38.37;0.59
4670;CCCCOCc(ccc1O)cc1OC;793.75;25.34;0.801;765.43;26.87;0.88
4671;CN1C(=O)N(C)C(=O)N(C)C1=O;932.22;44.63;0.337;685.04;44.99;0.33
4672;C(CC1)CCC1c1ccccc1;744.01;28.8;0.351;744.57;28.80;0.37
4673;C=Cc1cc2ccccc2cc1;781.28;32.6;0.404;783.32;31.65;0.42
4674;CC1OC(CC(C)O1)OC(C)=O;691.53;28.06;0.597;644.91;31.28;0.58
4675;CC1(C)SC(C)(C)SC(C)(C)S1;765.57;22.98;0.29;709.44;33.11;0.26
4676;OC(C1(CC2C3)CC(C2)CC3C1)=O;778.32;29.95;0.497;828.03;31.87;0.54
4677;ClC(=O)N(c1ccccc1)c1ccccc1;904.65;31.56;0.682;819.72;29.18;0.61
4678;OC(=O)c1c(O)cc(O)cc1O;897.55;85.08;1.14;855.30;50.95;1.02
4679;C(Cc1c2c3ccc1)c2ccc3;802.12;32.45;0.365;797.54;32.37;0.39
4680;O=C1CCc2c1cccc2;792.19;40.33;0.363;804.65;40.87;0.49
4681;Cc1c[nH]c2c1cccc2;824.56;47.93;0.883;786.85;39.12;0.46
4682;OC(=O)c(cccc1C)c1O;824.56;47.93;0.883;778.66;43.46;0.82
4683;Cc1cccc(c1C)N(=O)=O;754.79;35.11;0.54;772.71;36.40;0.54
4684;CCC(C(C)C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C;885.82;11.73;1.057;956.52;11.27;1.07
4685;CCC(C(C)C)C=CC(C)C(CCC1C2CC=C3CC(O)CCC43C)C1(C)CCC42;886.34;11.85;1.046;952.04;11.41;1.06
4686;CN1C=CC(c2ccccc12)=O;864.18;37.91;0.525;783.75;40.07;0.41
4687;Oc1cccc2c1cccc2O;865.47;58.45;0.664;826.46;44.87;0.57
4688;COc1c(c(C)c(cc1C(C)(C)C)N(=O)=O)N(=O)=O;860.2;20.26;0.977;766.27;25.56;0.73
4689;Cn1cnc(n2C)c1c(=O)[nH]c2=O;941.28;46.82;0.741;789.44;47.12;0.53
4690;Ic1cc(I)c2cccnc2c1O;941.28;46.82;0.741;834.84;45.54;0.67
4691;O=C1CCCCCCCCCCC1;810.87;27.12;0.566;738.83;24.76;0.54
4692;FCCC(F)(F)Cl;472.31;34.43;0.323;463.96;33.58;0.38
4693;ClCCC(F)F;557.81;38.45;0.395;510.75;35.66;0.34
4694;Cc1cccc2c1c1ccccc1cc2;884.3;27.94;0.48;878.55;28.40;0.49
4695;c(cc1)ccc1c1oc2ccccc2n1;922.92;37.04;0.61;857.22;32.20;0.51
4696;CCNc1nc(SC)nc(NC(C)C)n1;1024.13;33.53;1.034;811.46;31.62;0.54
4697;O=N(=O)c(cc1)ccc1Nc1ccccc1;877.16;28.91;0.809;905.22;28.85;0.89
4698;ClC=C=CCl;556.76;48.49;0.209;605.85;48.99;0.14
4699;CC(C)(c(cc1)ccc1O)c1ccccc1O;873.68;28.83;0.817;837.79;33.06;0.85
4700;CC1(C)C(C1C(OC(C#N)c(ccc1F)cc1Oc1ccccc1)=O)C=C(Cl)Cl;935.14;14.66;1.067;847.89;10.10;0.93
4701;O=C1c2ccccc2c2ccccc2C1=O;922.29;32.91;0.735;883.75;30.35;0.70
4702;c(cc1)ccc1c1ccccc1c1ccccc1;941.6;36.04;0.605;853.13;29.34;0.56
4703;Oc(ccc12)cc2C(=O)c2ccc(O)cc2C1=O;977.74;44.75;1.324;944.59;38.15;0.93
4704;O=C1c2ccccc2C(=O)c2ccccc12;960.03;36.53;0.495;899.80;30.72;0.68
4705;CCOC(=O)c1ccccc1C(OCC)=O;765.93;23.23;0.793;775.79;22.68;0.62
4706;CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O;801.75;17.59;0.891;754.75;17.83;0.84
4707;CCCCOC(=O)c1ccccc1C(OCCCC)=O;806.97;17.48;0.949;791.53;16.57;0.78
4708;CCCCCCOC(=O)c1ccccc1C(OCCCCCC)=O;841.81;14.19;1.01;811.25;13.47;0.98
4709;CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O;885.86;11.38;0.842;871.02;10.33;1.17
4710;CCCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCCC)=O;898.86;10.76;0.719;892.70;9.61;1.13
4711;COC(=O)c(ccc1cc2C(OC)=O)cc1cc2;846.02;24.9;0.854;871.30;25.30;0.66
4712;FC(F)COC(F)(F)F;473.97;29.31;0.462;434.56;33.73;0.44
4713;OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O;1234.52;32.25;1.42;944.03;27.65;0.88
4714;CCC(C)N1C=NN(c(cc2)ccc2N(CC2)CCN2c(cc2)ccc2OCC(CO2)OC2(Cn2cncn2)c2ccc(Cl)cc2Cl)C1=O;1044.19;8.16;2.207;1020.91;9.38;0.98
4715;c(ccc1c2ccccc2c2)cc1c2;870.8;30.87;0.426;860.37;29.00;0.46
4716;c(ccc1c2ccccc2c2)nc1c2;892.24;34.94;0.548;901.44;35.59;0.47
4717;Clc(ccc1O)cc1C(=O)c1ccccc1;882.43;31.38;0.875;872.84;30.08;0.72
4718;OC(=O)Cc(c(Cl)ccc1Cl)c1Cl;845.28;31.09;0.871;822.80;31.68;0.79
4719;O=C1NC(c2ccccc12)=O;883.3;52.28;0.639;876.88;46.10;0.61
4720;O=C1c2ccccc2C(O1)=O;866.3;50.27;0.601;798.67;42.80;0.56
4721;OS(c1c2ccccc2ccc1)(=O)=O;746.52;31.13;0.656;867.01;42.80;0.62
4722;CCCCOC(=O)c1ccccc1C(OCc1ccccc1)=O;860.19;17.9;0.991;840.75;16.92;0.82
4723;CC1=COc2ccccc2C1=O;820.64;37.18;0.547;763.74;36.05;0.45
4724;COC(=O)c1ccccc1NC;757.45;33.94;0.651;778.81;32.82;0.52
4725;CCN(c1ccccc1)C(=O)N(CC)c1ccccc1;945.49;22.06;0.876;850.37;23.36;0.57
4726;CCCC(CCC)(C(CCC)(CCC)c(cc1)ccc1C(C)(C)C)c(cc1)ccc1C(C)(C)C;902.9;10.07;1.11;860.12;16.40;0.92
4727;CCCC(CC)(C(CC)(CCC)c(cc1)ccc1C(C)(C)C)c(cc1)ccc1C(C)(C)C;890.14;10.56;1.035;809.14;17.56;1.00
4728;CCC(C)C(C(CC)(CC)c(cc1)ccc1C(C)(C)C)c(cc1)ccc1C(C)(C)C;878.48;11.27;0.963;811.97;19.03;0.99
4729;CC(C)CC(C)(C(C)(CC(C)C)c(cc1)ccc1C(C)(C)C)c(cc1)ccc1C(C)(C)C;886.51;10.58;1.009;817.18;10.19;0.90
4730;CCCCC(CCCC)(C(CCCC)(CCCC)c(cc1)ccc1C(C)(C)C)c(cc1)ccc1C(C)(C)C;926.49;9.3;1.256;841.87;8.57;0.91
4731;CCC(C)(C(C)(CC)C#N)C#N;729.07;20.53;0.628;731.33;16.11;0.50
4732;CC(C)CC(CC(C)C)(C(CC(C)C)(CC(C)C)C#N)C#N;823.89;12.4;0.814;746.38;15.00;0.78
4733;CCC(C)(C)C(CC)(C#N)C#N;732.17;20.69;0.628;732.73;16.07;0.49
4734;CC(C)C(C)(C)C(C)(C#N)C#N;737.31;21.82;0.595;721.72;17.24;0.46
4735;OCC(C)OC(C)c1ccccc1;787.52;29.16;0.923;721.67;24.90;0.63
4736;CCn1c2ccccc2c2ccccc12;829.72;25.89;0.495;853.80;30.02;0.46
4737;O=NN(c1ccccc1)c1ccccc1;840.69;33.49;0.663;821.19;26.60;0.63
4738;OC(=O)c1ccc2ccccc2c1O;895.16;41.41;0.93;836.11;35.95;0.82
4739;COP(OC)(SCN1N=Nc2ccccc2C1=O)=S;694.95;18.44;0.732;850.81;32.14;0.84
4740;N#Cc1c2ccccc2ccc1;820.78;35.34;0.563;820.03;32.41;0.49
4741;NNc1c2ccccc2cnn1;861.5;57.45;0.818;869.32;39.41;0.65
4742;OC(=O)c1c2ccccc2ccc1;852.05;36.61;0.771;835.66;34.11;0.72
4743;O=N(=O)c1c2ccccc2ccc1;831.88;36.21;0.601;823.29;32.74;0.61
4744;C(c1cc2)c3ccccc3c1cc2;827.08;48.84;0.42;831.11;30.32;0.40
4745;c(ccc1c2ccccc2[nH]2)cc21;808.75;23.21;0.537;897.21;32.48;0.47
4746;CCCCCc1c2ccccc2ccc1;808.75;23.21;0.537;804.45;24.41;0.54
4747;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;1044.09;29.89;1.37;897.34;28.12;0.77
4748;FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F;512.99;18.58;0.515;499.91;19.79;0.49
4749;CCOP(OCC)(C(Cl)(Cl)Cl)=O;731.61;25.42;0.655;646.57;35.35;0.21
4750;N#CCC(N)=C(C#N)C#N;818.25;28.34;0.926;802.96;28.67;0.73
4751;OCCOC(=O)C(C)=C;680.03;34.45;0.882;661.63;36.60;0.66
4752;CO[PH](OC)=O;654.7;52.42;0.534;592.37;42.25;0.26
4753;CC(OC(OC(C)=O)C=C)=O;629.29;29.02;0.565;638.13;28.63;0.57
4754;CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1;872.71;21.76;0.911;864.80;21.24;0.77
4755;CC(C)COC(=O)c1ccccc1O;780.87;29.27;0.8;759.55;29.01;0.71
4756;CC(C)CCOC(=O)c1ccccc1O;791.16;26.5;0.849;786.09;26.56;0.81
4757;Oc1ccccc1C(OCCc1ccccc1)=O;842.96;27.29;0.932;850.89;26.92;0.89
4758;CCOC(=O)c1ccccc1C;705.05;28.53;0.537;703.37;29.66;0.51
4759;CCOC(=O)c1ccccc1N;769.28;32.28;0.673;780.88;32.66;0.61
4760;ON=C1C(=O)NC(=O)NC1=O;1048.62;64.52;1.382;896.17;51.93;0.91
4761;O=C1c2ccccc2CO1;798.57;44.87;0.481;824.48;46.70;0.50
4762;CC1(C)CC2C1CCC(C)=CCCC2=C;750.94;20.52;0.481;764.92;21.20;0.65
4763;OC(=O)Cc1c[nH]c2c1cccc2;737.26;39.66;0.512;876.81;36.38;0.90
4764;Nc1cccc(C)c1C;737.26;39.66;0.512;740.11;41.24;0.47
4765;Nc1cccc(Cl)c1C;757.73;41.64;0.472;760.18;41.76;0.48
4766;Clc1cccc(Cl)c1Cl;737.04;39.29;0.367;732.52;45.09;0.42
4767;Cc1cccc(C)c1N;737.26;39.66;0.512;720.86;41.17;0.46
4768;Cc1cccc(Cl)c1O;750.02;48.52;0.526;693.63;43.27;0.46
4769;Clc1cccc(Cl)c1O;769.43;51.36;0.538;731.12;47.40;0.54
4770;Oc1cccc(O)c1O;823.13;108.39;0.728;808.40;76.37;0.91
4771;ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl;787.68;34.74;0.376;760.89;27.38;0.53
4772;Brc1c(Br)c(Br)c(Br)c(Br)c1Br;907;40.51;0.432;790.61;30.91;0.54
4773;Cc1c(C)c(C)c(C)c(C)c1C;701.43;24.18;0.538;757.95;28.83;0.50
4774;Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;840.36;36.72;0.732;825.05;36.32;0.57
4775;Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl;861.6;47.31;0.949;861.52;43.86;0.62
4776;SCC=C;554.19;48.78;0.21;538.14;51.20;0.16
4777;OCC(O)COC1CC(C)CCC1C(C)C;776.18;21.8;1.239;752.57;24.64;0.89
4778;C#CCC=C;491.53;43.57;0.288;503.49;43.56;0.18
4779;CCCCCCCC(C)C;606.87;21.5;0.453;611.13;21.34;0.48
4780;C#CCCCCC#C;591.51;33.34;0.485;595.96;34.88;0.42
4781;OC(C)COC(C)c1ccccc1;706.84;28.04;0.875;719.63;24.80;0.64
4782;CCCCCCCCC=C;615.72;22.11;0.454;616.09;22.22;0.48
4783;Brc1cscc1;658.47;62.12;0.304;704.60;50.95;0.23
4784;CC1=NCCC1;607.98;46.72;0.277;582.79;42.49;0.21
4785;O=C1OC=CO1;712.28;73.35;0.369;744.96;67.22;0.39
4786;CN1CCCC1=O;738.95;47.11;0.135;724.68;45.22;0.36
4787;O=CC1CCCC1;617.24;42.13;0.431;614.25;41.41;0.36
4788;O=Cc1ccncc1;718.62;47.28;0.444;701.21;48.25;0.41
4789;CC(CC1)CS1(=O)=O;806.93;41.36;0.55;816.92;41.32;0.42
4790;Clc1ccccc1C#N;734.27;38.42;0.465;715.58;36.32;0.42
4791;C1CC1c1ccccc1;684.74;36.95;0.282;697.71;36.26;0.33
4792;Oc1cc(C#N)ccc1;769.09;49.25;0.647;774.20;47.10;0.64
4793;OCc1cc(Cl)ccc1;702.67;39.99;0.772;712.98;40.43;0.66
4794;Nc1ccc(C#N)cc1;777.39;42.79;0.588;813.60;41.43;0.59
4795;OCc1ccc(Cl)cc1;704.32;40.52;0.772;722.08;40.55;0.65
4796;CC(C1)CC(CC1(C)C)=O;740.56;29.01;0.356;681.78;29.58;0.38
4797;CC1(C)COP(C)(OC1)=O;771.22;36.44;0.595;727.22;33.63;0.25
4798;Cn1ccc(=O)n(C)c1=O;862.24;45.99;0.758;699.14;43.47;0.35
4799;Cc1cc2CCCc2cc1;712.17;35.38;0.356;709.88;35.00;0.32
4800;CCc1ccc(C)cc1C;665.33;28.76;0.408;663.41;29.24;0.42
4801;ClC(=O)c(cc1)ccc1C;746.64;37.42;0.474;714.22;33.58;0.45
4802;CCCSc1ccccc1;729.98;31.68;0.435;731.22;34.03;0.44
4803;COc1ccc(C#N)cc1;735.25;35.77;0.533;740.80;33.47;0.54
4804;Cc1c2ccccc2n(C)c1;771.03;27.85;0.46;723.37;40.11;0.37
4805;Cn1cnc2c1N=CNC2=O;997.24;68.6;0.799;826.29;52.34;0.47
4806;Cc1cc2ccccc2n1C;771.03;27.85;0.46;729.29;33.13;0.34
4807;Cc1nc2ccc(C)cc2cc1;797.81;34.14;0.489;783.50;29.06;0.43
4808;CCc(ccc1CC)cc1CC;694.4;23.18;0.472;684.58;23.92;0.50
4809;CC(=O)Oc1ccc(C)cc1C;725.39;28.29;0.619;703.79;30.65;0.53
4810;COc1nc(OC)nc(OC)n1;774.75;40.52;0.736;707.03;38.69;0.56
4811;CCOC(C(C)Oc1ccc(Oc(nc2cc3)oc2cc3Cl)cc1)=O;1159.99;20.46;1.171;885.33;19.69;0.78
4812;O=C1CCCCCCCCCC1;797.44;29.18;0.523;712.68;27.09;0.56
4813;CC(C)C1(CC2)OC2(C)C(C1)OCc1ccccc1C;811.37;17.38;0.685;786.29;20.58;0.88
4814;Clc1cc(c(Cl)c(Cl)c1Cl)N(=O)=O;834.84;31.31;0.691;811.37;33.06;0.58
4815;CC(C)(C)c(cc1C)cc(C)c1O;772.04;27.54;0.622;728.54;29.25;0.63
4816;Oc(cc1C)cc(C)c1Cl;761.93;40.28;0.576;727.38;36.60;0.56
4817;Cc(cc1C)cc(C)c1N;749.83;33.75;0.566;707.39;35.19;0.57
4818;Clc(cc1Cl)cc(Cl)c1O;797.51;44.55;0.602;810.80;45.89;0.62
4819;CCC(CC)C(O)=O;650.18;31.65;0.702;650.59;34.10;0.63
4820;CCN(CC)C(Cl)=O;602.05;35.69;0.498;631.71;35.74;0.44
4821;C=CN1CCCC1=O;752.54;43.62;0.318;725.30;41.53;0.34
4822;OC(=O)c1cscc1;765.07;53.67;0.613;802.34;50.26;0.63
4823;OC(=O)c1occc1;739.99;54.96;0.658;737.44;55.36;0.63
4824;CC(=O)c1sccc1;689.8;44.97;0.401;724.04;44.43;0.40
4825;FC(F)(F)c1ccccc1N;713.72;33.46;0.515;616.46;37.82;0.38
4826;CC(C)(C)c1ccccc1O;735.63;33.56;0.515;707.82;33.93;0.57
4827;Cc1ccccc1S(O)(=O)=O;747.63;37.68;0.71;798.52;45.32;0.57
4828;OCc(cc1C(C)(C)C)cc(C(C)(C)C)c1O;823.98;22;1.055;739.73;27.13;0.76
4829;FC(F)(F)c1cc(O)ccc1N(=O)=O;794.99;34.37;0.828;719.31;33.51;0.71
4830;COc1cc(C)ccc1C(C)(C)C;714.49;23.89;0.515;698.27;24.23;0.57
4831;CC(C)(C)c1ccc(C)cc1O;752.61;30.06;0.569;702.18;29.11;0.71
4832;OC(=O)c1ccccc1Br;799.16;42.33;0.713;784.53;43.43;0.54
4833;OC(=O)c1ccccc1I;826.83;40.56;0.7;798.42;44.23;0.44
4834;Nc1ccccc1C(=O)N;870.58;53.95;0.748;879.97;48.21;0.69
4835;CC(C)c1ccccc1O;722.77;37.78;0.497;707.72;37.59;0.54
4836;Cc1ccccc1N(=O)=O;729.08;37.62;0.49;719.90;38.25;0.49
4837;Clc1ccccc1N(=O)=O;750.24;39.43;0.501;756.98;39.75;0.49
4838;Nc1ccccc1N(=O)=O;787.71;43.99;0.63;786.14;45.61;0.66
4839;Oc1ccccc1N(=O)=O;780.95;51.59;0.694;750.27;49.09;0.73
4840;CC1CCC(CC2=C1CCC2C)=C(C)C;735.41;20.28;0.388;731.32;26.79;0.60
4841;CCC(C)c1cc(cc(c1O)N(=O)=O)N(=O)=O;882.21;28.21;1.162;761.30;25.14;0.78
4842;Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O;907.93;41.48;1.35;802.88;37.33;1.03
4843;O=C(N)c1ccccc1C(=O)N;939.2;50.14;0.963;874.06;42.89;0.73
4844;OC(=O)c1ccccc1C(O)=O;845.5;39.49;1.088;802.66;40.49;1.04
4845;Cc1[nH]c(cn1)N(=O)=O;793.97;27.64;0.816;822.38;50.96;0.65
4846;CC(C)(Oc(cc1)ccc1Cl)C(O)=O;793.97;27.64;0.816;770.38;30.65;0.62
4847;S(Sc1ccccc1)c1ccccc1;955.79;35.69;0.513;843.40;35.71;0.56
4848;Oc1c(cc(cc1S(F)(=O)=O)S(F)(=O)=O)S(F)(=O)=O;662.99;22.37;1.105;786.18;34.01;0.90
4849;O=N(C1(C(CC2C3)CC3CC1C2)N(=O)=O)=O;1021.58;32.28;0.774;763.92;20.13;0.62
4850;CC1(C)COP(OC1)(Oc1ccccc1)=O;723.93;22.68;0.625;793.58;27.44;0.52
4851;O=C1C(c2ccccc2)=C1c1ccccc1;953.55;31.14;0.629;857.41;26.19;0.63
4852;CCNc1nc(SC)nc(NC(C)(C)C)n1;1047.74;30.46;1.003;798.44;27.91;0.45
4853;c(cc1)ccc1c1nc(c2ccccc2)on1;1004.95;35.35;0.695;845.23;31.27;0.69
4854;COC(C)COC(C)COC(C)=O;670.98;22.49;0.738;650.00;24.48;0.85
4855;OC(=O)c1ncccc1C(O)=O;859.28;44.26;1.214;799.87;42.03;1.01
4856;OC(=O)c1cc(C(O)=O)c(C(O)=O)cc1C(O)=O;970.55;33.27;1.791;962.12;34.58;1.28
4857;O=C1c2cc3c(C(OC3=O)=O)cc2C(O1)=O;990.63;51.66;1.088;906.31;33.50;0.67
4858;OC(=O)c1cc(C)ccc1O;818.48;44.92;0.883;777.69;44.03;0.82
4859;OC(=O)c1cc(N)ccc1O;859.88;53.76;1.005;841.34;52.85;0.96
4860;Cc(ccc1C)cc1N(=O)=O;746.52;33.35;0.54;755.97;34.80;0.52
4861;Cc(ccc1N)cc1N(=O)=O;801.36;38.42;0.681;805.39;37.52;0.67
4862;Clc(ccc1N)cc1N(=O)=O;817.03;40.3;0.696;816.03;40.75;0.65
4863;COC(=O)c1ccccc1C;689.96;31.74;0.487;704.89;34.94;0.41
4864;Oc1ccccc1C(=O)NO;882.31;64.83;1.399;801.86;46.56;1.08
4865;CC(=O)c1ccc(C)cc1C;738.19;30.38;0.585;728.79;31.39;0.49
4866;CC(CCC1C(C)C)CC1O;702.39;25.71;0.701;660.29;27.11;0.79
4867;CC(CCC1C(C)=C)CC1O;703.08;26.3;0.701;676.27;27.98;0.79
4868;CC(CCC1=C(C)C)CC1=O;692.92;24.41;0.398;698.69;30.15;0.43
4869;CC(C)c1ccc(C)cc1O;740.69;33.47;0.551;699.39;34.04;0.73
4870;CC(=O)c1ccc(O)cc1O;829.4;54.83;0.814;853.28;49.81;0.85
4871;OC(=O)c1ccc(O)cc1O;854.96;64.65;0.99;894.17;55.85;0.99
4872;Cc(ccc1N(=O)=O)cc1C;746.52;33.35;0.54;747.53;32.39;0.43
4873;NCc1ccccc1C;696.5;37.51;0.462;711.08;37.69;0.54
4874;OCc1ccccc1C;673.3;38.6;0.713;701.94;39.73;0.67
4875;CCc1ccccc1Cl;670.59;33.31;0.35;678.86;34.21;0.34
4876;Clc1ccccc1C=O;725.08;38.93;0.454;703.03;40.55;0.40
4877;CCc1ccccc1O;712.84;42.07;0.473;700.18;42.92;0.48
4878;OCc1ccccc1O;737.52;53.29;0.826;744.62;53.18;0.86
4879;Oc1ccccc1C=O;759.07;50.78;0.634;757.63;50.90;0.64
4880;COc1ccccc1N;729.47;41.57;0.523;735.90;42.52;0.46
4881;COc1ccccc1O;720.74;48.42;0.506;697.39;45.80;0.57
4882;Brc1c2ccccc2ccc1;807.14;39.09;0.356;813.70;36.98;0.37
4883;Clc1c2ccccc2ccc1;787.16;36.98;0.402;785.09;34.54;0.38
4884;O=C1NN=Nc2ccccc12;875.35;60.9;0.661;858.92;41.44;0.65
4885;CCC(c1ccccc1)C(=O)N;854.86;33.47;0.666;807.47;32.77;0.61
4886;CCC(C(O)=O)c1ccccc1;785;31.2;0.786;760.52;31.23;0.73
4887;N(c1ccccc1)c1c2ccccc2ccc1;897.31;27.49;0.694;922.59;26.14;0.66
4888;O=C1CCCCC1C1CCCCC1;815.11;27.48;0.438;770.43;27.02;0.46
4889;Oc1ccccc1c1ccccc1;867.53;49.44;0.583;816.01;36.85;0.53
4890;O=C1c2ccccc2Cc2ccccc12;917.8;34.16;0.412;887.74;31.13;0.55
4891;O=C1c2ccccc2Oc2ccccc12;875.44;32.96;0.66;865.85;33.73;0.53
4892;OC(C(O)=O)c1ccccc1;801;44.29;1.084;746.59;38.27;0.91
4893;CCN(CC)c1ccc(cc1)C(=O)c(cc1)ccc1N(CC)CC;924.48;15.82;0.999;859.64;21.79;0.87
4894;CN(C)c1ccc(cc1)C(=O)c(cc1)ccc1N(C)C;900.67;20.26;0.871;867.07;23.35;0.79
4895;COc1ccc(cc1)C(=O)c(cc1)ccc1OC;860.21;23.44;0.815;834.50;24.54;0.79
4896;FC(F)(F)c1cc(ccc1C#N)NC(C(O)(C)CS(c(cc1)ccc1F)(=O)=O)=O;622.11;11;1.058;858.85;20.79;0.94
4897;O=C(c1ccccn1)c1ccccc1;824.69;30.52;0.607;808.46;32.28;0.55
4898;Cc1c(cccc1N=C=O)N=C=O;732.45;31.96;0.712;748.80;29.00;0.43
4899;COc1cccc(OC)c1O;764.48;43.23;0.624;747.81;37.87;0.67
4900;N#Cc1ccccc1C#N;775.79;36.67;0.63;740.72;34.85;0.59
4901;COc1ccccc1OC;676.41;34.88;0.452;675.36;35.52;0.44
4902;c1nc2nccnc2cn1;825.49;63.54;0.551;781.62;51.47;0.40
4903;COc1ccccc1N(=O)=O;747.57;36.64;0.571;782.06;37.60;0.56
4904;COc(ccc1C(O)=O)cc1OC;804.73;32.12;0.893;819.23;34.08;0.79
4905;CCOc(ccc1N2)cc1C(C)=CC2(C)C;831.94;20.27;0.671;832.73;22.31;0.73
4906;Cc1[nH]c2ccccc2c1C;883.3;52.28;0.639;785.86;33.48;0.49
4907;O=C1c2ccccc2NC1=O;883.3;52.28;0.639;844.36;41.45;0.66
4908;Clc1cc2ccccc2cc1;780.64;37.12;0.402;785.50;33.66;0.37
4909;Nc1cc2ccccc2cc1;813.8;41.2;0.51;830.86;35.58;0.45
4910;Sc1cc2ccccc2cc1;808.93;39.29;0.413;825.87;35.41;0.37
4911;Cc1cc2CCCNc2cc1;792.38;30.56;0.427;789.32;31.98;0.48
4912;Cc1nc2ccccc2cc1;784.52;38.29;0.44;771.65;33.48;0.35
4913;O=C1C=Cc2ccccc2O1;811.1;43.03;0.497;776.98;40.47;0.42
4914;CCN(CC)C1CCCCC1;661.99;22.75;0.373;651.93;25.67;0.44
4915;CCN(CC)c(ccc1)cc1O;782.08;32.41;0.591;762.67;32.28;0.67
4916;Nc1nc(nc(N)n1)c1ccccc1;939.51;63.75;0.945;909.72;39.96;0.59
4917;Nc1ccc(cc1Cl)c(ccc1N)cc1Cl;944.77;36.36;0.876;921.38;27.77;0.68
4918;O=C1C2CN(CC1CN(C2)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1;1030.08;14.22;0.484;1012.02;7.61;0.88
4919;CC(N(CC1C2)CC2CN(C1)C(C)c1ccccc1)c1ccccc1;900.53;16.9;0.554;904.65;10.31;0.70
4920;c(cc1)ccc1c(c1nc(C=C1)c(c1ccccc1)c1[nH]c(cc1)c1c2ccccc2)c2[nH]c(cc2)c(c2ccccc2)c2nc1C=C2;505.35;36.71;0.292;1085.97;13.70;1.07
4921;CC(C)(C)C#C;505.35;36.71;0.292;488.33;36.72;0.16
4922;CC(C)(Cl)C=O;573.94;40.02;0.318;554.95;41.03;0.38
4923;ClC(Cl)(Cl)C(C)=O;633;40.96;0.378;609.59;39.28;0.48
4924;CN(C)C(C)(C)C;529.32;29.5;0.31;549.62;27.59;0.27
4925;CN(C)S(C)(=O)=O;732.67;42;0.603;747.02;49.05;0.51
4926;O=N(=O)C(C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O;1485.45;59.17;1.689;824.52;30.78;0.94
4927;CCC(C)(Cl)CC;567.24;30.7;0.27;578.55;30.77;0.29
4928;CCOC(C)(C)CC;549.97;27.38;0.365;544.47;27.95;0.33
4929;c(cc1)ccc1c(ccc1)cc1c1ccccc1;942.57;35.63;0.605;883.88;25.14;0.64
4930;c(ccc1cc2cc3ccccc43)cc1cc2c4;954.26;22.6;0.532;988.10;23.67;0.65
4931;O=C(CC1)NN1c1ccccc1;861.35;39.45;0.424;888.32;33.78;0.69
4932;Oc1cc2ccccc2cc1O;863.7;55.5;0.664;840.42;46.32;0.63
4933;Cc(ccc1O2)cc1C=CC2=O;820.79;37.57;0.547;758.46;32.79;0.49
4934;OCCN(CC)c1ccccc1;762.04;31.41;0.815;755.28;33.28;0.71
4935;N(CC1)CCN1c1ccccc1;805.65;32.87;0.362;817.10;34.71;0.51
4936;CC(OC(OC(C)=O)c1oc(cc1)N(=O)=O)=O;961.3;30.66;1.029;784.58;25.67;0.77
4937;Nc1ccc(cc1)c1ccccc1;874.3;42.38;0.599;867.57;33.08;0.52
4938;Oc1ccc(cc1)c1ccccc1;869.68;49.47;0.583;836.92;34.48;0.58
4939;OC(=O)c1cc2ccccc2cc1O;895.16;41.41;0.93;865.74;37.18;0.84
4940;c(ccc1nc2ccccc2n2)cc21;877.32;39.79;0.602;901.50;34.79;0.44
4941;O1c2ccccc2Cc2ccccc12;810.73;30.34;0.541;854.95;31.85;0.44
4942;Nc1ccc(cc1)c(cc1)ccc1N;914.21;43.03;0.782;932.03;33.01;0.69
4943;Oc1ccc(cc1)c(cc1)ccc1O;906.38;60.01;0.75;889.75;41.71;0.68
4944;CC(=O)c1ccc(cc1)c1ccccc1;879.6;33.67;0.671;841.88;27.87;0.67
4945;OC(=O)c1ccc(cc1)c1ccccc1;900.38;37.71;0.854;880.00;30.42;0.81
4946;c(cc1)ccc1c(cc1)ccc1c1ccccc1;943.15;36.06;0.605;908.22;29.76;0.64
4947;ClC(=C)C#N;607.94;43.41;0.328;588.85;44.64;0.33
4948;CC(=C)C(Cl)=O;586.91;40.87;0.336;579.52;41.79;0.37
4949;FC(F)(F)C(O)C(F)(F)F;499.86;29.05;0.679;453.90;37.17;0.47
